code,flightnum,depicao,arricao,route,aircraft,flightlevel,distance,deptime,arrtime,flighttime,notes,price,flighttype,daysofweek,enabled
NTL,1270,EDDF,LTFM,,TC-GNJ,35000,994.205,11:00,  13:45,2.45,  ,500,P,123456,1
NTL,1271,LTFM,EHAM,,TC-LDP,36000,1180.72,4:15,  07:30,3.15,  ,100,P,12345,1
NTL,1272,EHAM,LTFM,,TC-LDP,35000,1180.72,8:15,  11:30,3.15,  ,100,P,12345,1
NTL,1273,LTFM,EHAM,,TC-GNG,36000,1180.72,9:40,  12:55,3.15,  ,100,P,12345,1
NTL,1274,EHAM,LTFM,,TC-GNG,35000,1180.72,13:40,  16:55,3.15,  ,400,P,12345,1
NTL,1275,LTFM,EHAM,,TC-GRG,36000,1180.72,13:45,  17:00,3.15,  ,100,P,12345,1
NTL,1276,EHAM,LTFM,,TC-GRG,35000,1180.72,17:45,  21:00,3.15,  ,100,P,12345,1
NTL,1277,LTFM,EDDC,,TC-LDR,36000,857.383,13:30, 16:00,2.3, ,1000,P, 0123456,1
NTL,1278,EDDC,LTFM,,TC-LDR,35000,857.383,17:00, 19:30,2.3, ,1000,P, 0123456,1
NTL,128,LTFM,LTAI,,TC-GPE,35000,278.859,4:30,  05:35,1.05,  ,70,P,12345,1
NTL,1281,LTFM,LFPG,,TC-LDP,36000,1196.68,4:20,  07:35,3.15,  ,1000,P, 0123456,1
NTL,1282,LFPG,LTFM,,TC-LDP,35000,1196.68,8:10,  11:25,3.15,  ,1000,P, 0123456,1
NTL,1283,LTFM,LFPG,,TC-GNG,36000,1196.68,10:20,  13:35,3.15,  ,1000,P, 0123456,1
NTL,1284,LFPG,LTFM,,TC-GNG,35000,1196.68,14:20,  17:35,3.15,  ,1000,P, 0123456,1
NTL,1285,LTFM,LFPG,,TC-LDP,36000,1196.68,14:40,  17:55,3.15,  ,1000,P, 0123456,1
NTL,1286,LFPG,LTFM,,TC-LDP,35000,1196.68,18:40,  21:55,3.15,  ,1000,P, 0123456,1
NTL,1287,LTFM,LFLL,,TC-LDP,36000,1061.36,10:40,  13:35,2.55,  ,1000,P, 0123456,1
NTL,1288,LFLL,LTFM,,TC-LDP,35000,1061.36,14:15,  17:10,2.55,  ,1000,P, 0123456,1
NTL,1289,LTFM,LFLL,,TC-GRG,36000,1061.36,13:55,  16:50,2.55,  ,1000,P, 0123456,1
NTL,129,LTAI,LTFM,,TC-GPE,36000,278.859,6:35,  07:40,1.05,  ,75,P,12345,1
NTL,1290,LFLL,LTFM,,TC-GRG,35000,1061.36,17:40,  20:35,2.55,  ,1000,P, 0123456,1
NTL,1291,LTFM,LFML,,TC-LDP,36000,1049.81,9:45,  12:40,2.55,  ,100,P,12345,1
NTL,1292,LFML,LTFM,,TC-LDP,35000,1049.81,13:30,  16:25,2.55,  ,100,P,12345,1
NTL,1293,LTFM,LFML,,TC-ANO,36000,1049.81,14:10,  17:05,2.55,  ,100,P,12345,1
NTL,1294,LFML,LTFM,,TC-ANO,35000,1049.81,17:55,  20:50,2.55,  ,100,P,12345,1
NTL,1295,LTFM,LFMN,,TC-LDP,36000,962.606,11:45,  14:45,3,  ,300,P, 0123456,1
NTL,1296,LFMN,LTFM,,TC-LDP,36000,962.606,16:15, 19:45,3.3,  ,300,P, 0123456,1
NTL,1297,LTFM,LFRB,,TC-GRF,36000,1464.5,9:00,  13:00,4,  ,570,P,12345,1
NTL,1298,LFRB,LTFM,,TC-GRF,35000,1464.5,14:15,  18:15,4,  ,550,P,12345,1
NTL,1299,LTFM,LFSB,,TC-GRH,32000,982.851,11:15,14:00,2.45, ,1000,P, 0123456,1
NTL,13,LTFM,KMIA,,TC-LHH,37000,5181.37,8:00,  20:20,12.2,  ,5000,P,123456,1
NTL,130,LTFM,LTAI,,TC-GTB,35000,278.859,18:00,  19:10,1.1,  ,250,P,12345,1
NTL,1300,LFSB,LTFM,,TC-GRH,35000,982.851,16:00, 18:45,2.45, ,1000,P, 0123456,1
NTL,1301,LTFM,LEBL,,TC-LDP,36000,1199.66,5:10,  08:25,3.15,  ,100,P,12345,1
NTL,1302,LEBL,LTFM,,TC-LDP,34000,1199.66,9:15,  12:30,3.15,  ,100,P,12345,1
NTL,1303,LTFM,LEBL,,TC-GNG,36000,1199.66,10:45,  14:00,3.15,  ,100,P,12345,1
NTL,1304,LEBL,LTFM,,TC-GNG,34000,1199.66,14:50,  18:05,3.15,  ,100,P,12345,1
NTL,1305,LTFM,LEBL,,TC-GRA,36000,1199.66,15:35,  18:50,3.15,  ,100,P,12345,1
NTL,1306,LEBL,LTFM,,TC-GRA,34000,1199.66,19:40,  22:55,3.15,  ,100,P,12345,1
NTL,1307,LTFM,LEPA,,TC-ANU,36000,1190.41,8:15,  11:30,3.15,  ,350,P,12345,1
NTL,1308,LEPA,LTFM,,TC-ANU,37000,1190.41,13:15,  16:30,3.15,  ,350,P,12345,1
NTL,1309,LTFM,LEIB,,TC-LDL,36000,1262.25,14:30,  18:00,3.3,  ,300,P,123456,1
NTL,131,LTAI,LTFM,,TC-GTB,36000,278.859,20:20,  21:30,1.1,  ,250,P,12345,1
NTL,1310,LEIB,LTFM,,TC-LDL,34000,1262.25,19:00,  22:30,3.3,  ,400,P,123456,1
NTL,1311,LTFM,LEMD,,TC-LDP,34000,1460.61,10:10,  14:10,4,  ,480,P,123456,1
NTL,1312,LEMD,LTFM,,TC-LDP,34000,1460.61,15:00,  18:50,3.5,  ,600,P,123456,1
NTL,1313,LTFM,LEMD,,TC-GNP,40000,1460.61,6:00,  09:50,3.5,  ,480,P,12345,1
NTL,1314,LEMD,LTFM,,TC-GNP,36000,1460.61,11:30,  15:20,3.5,  ,480,P,12345,1
NTL,1315,LTFM,LEMD,,TC-GNO,38000,1460.61,15:10,  19:00,3.5,  ,100,P,123456,1
NTL,1316,LEMD,LTFM,,TC-GTA,37000,1460.61,20:00,  23:50,3.5,  ,300,P,12345,1
NTL,1317,LTFM,LEMG,,TC-LEB,36000,1567.89,8:30,  12:35,4.05,  ,1000,P,123456,1
NTL,1318,LEMG,LTFM,,TC-LEB,36000,1567.89,13:40,  17:45,4.05,  ,1000,P,123456,1
NTL,1319,LTFM,LEMG,,TC-LDP,36000,1567.89,14:10,  18:15,4.05,  ,100,P,12345,1
NTL,132,LTFM,LTAI,,TC-LDP,35000,278.859,9:00,  10:00,1,  ,200,P,12345,1
NTL,1320,LEMG,LTFM,,TC-LDP,36000,1567.89,19:15,  23:20,4.05,  ,350,P,12345,1
NTL,1321,LTFM,LYPG,,TC-GRH,34000,430.044,6:00, 07:45,1.45, ,500,P, 0123456,1
NTL,1322,LYPG,LTFM,,TC-GRH,35000,430.044,8:45, 10:30,1.45, ,500,P, 0123456,1
NTL,133,LTAI,LTFM,,TC-LDP,36000,278.859,10:45,  11:45,1,  ,220,P,12345,1
NTL,1331,LTFM,LPPT,,TC-LHC,36000,1736.11,6:15,  10:45,4.3,  ,1000,P, 0123456,1
NTL,1332,LPPT,LTFM,,TC-LHC,36000,1736.11,11:45,  16:15,4.3,  ,1000,P, 0123456,1
NTL,1333,LTFM,LPPT,,TC-LGA,36000,1736.11,10:40,  15:10,4.3,  ,1000,P, 0123456,1
NTL,1334,LPPT,LTFM,,TC-LGA,36000,1736.11,16:10,  20:40,4.3,  ,100,P,12345,1
NTL,1335,LTFM,LPPT,,TC-GNO,36000,1736.11,19:30,  00:00,4.3,  ,1000,P, 0123456,1
NTL,1336,LPPT,LTFM,,TC-GNO,36000,1736.11,1:00,  05:30,4.3,  ,1000,P, 0123456,1
NTL,1337,LTFM,LPPR,,TC-GRK,34000,1677.75,7:30, 11:55,4.25, ,1000,P, 0123456,1
NTL,1338,LPPR,LTFM,,TC-GRK,35000,1677.75,13:30, 17:55,4.25, ,1000,P, 0123456,1
NTL,134,LTFM,LTAI,,TC-GPG,37000,278.859,22:00,  23:00,1,  ,230,P,123456,1
NTL,1340,LTFM,LEAL,,TC-GPP,36000,1308.44,6:00, 09:45,3.45, ,1000,P, 01356,1
NTL,1341,LEAL,LTFM,,TC-GPP,35000,1308.44,11:00, 14:45,3.45, ,1000,P, 01356,1
NTL,135,LTAI,LTFM,,TC-GPG,36000,278.859,0:00,  01:00,1,  ,230,P,123456,1
NTL,136,LTFM,LTAI,,TC-GRZ,33000,278.859,6:15,  07:30,1.15,  ,500,P,123456,1
NTL,137,LTAI,LTFM,,TC-GRZ,32000,278.859,8:30,  09:45,1.15,  ,500,P,123456,1
NTL,14,KMIA,LTFM,,TC-LHH,38000,5181.37,22:30,  10:20,11.5,  ,5000,P,123456,1
NTL,140,LTFM,LTBJ,,TC-LDF,27000,193.487,6:30,  07:25,0.55,  ,60,P,12345,1
NTL,1401,LTFM,EGLL,,TC-LDP,36000,1345.34,4:00,  07:45,3.45,  ,400,P,12345,1
NTL,1402,EGLL,LTFM,,TC-LDP,35000,1345.34,9:00,  12:45,3.45,  ,400,P,123456,1
NTL,1403,LTFM,EGLL,,TC-GNG,36000,1345.34,7:10,  10:45,3.35,  ,100,P,12345,1
NTL,1404,EGLL,LTFM,,TC-GNG,35000,1345.34,11:45,  15:20,3.35,  ,100,P,12345,1
NTL,1405,LTFM,EGLL,,TC-LHI,36000,1345.34,12:05,  15:40,3.35,  ,100,P,12345,1
NTL,1406,EGLL,LTFM,,TC-LHI,35000,1345.34,16:40,  20:15,3.35,  ,100,P,12345,1
NTL,1407,LTFM,EGLL,,TC-LDP,36000,1345.34,16:30,  20:05,3.35,  ,100,P,12345,1
NTL,1408,EGLL,LTFM,,TC-LDP,35000,1345.34,21:05,  00:40,3.35,  ,100,P,12345,1
NTL,1409,LTFM,EGBB,,TC-LEJ,36000,1407.59,6:45,  10:30,3.45,  ,550,P,12345,1
NTL,141,LTBJ,LTFM,,TC-LDF,28000,193.487,8:30,  09:25,0.55,  ,60,P,12345,1
NTL,1410,EGBB,LTFM,,TC-LEJ,35000,1407.59,11:30,  15:15,3.45,  ,560,P,12345,1
NTL,1411,LTFM,EGBB,,TC-LEJ,36000,1407.59,10:00,  13:45,3.45,  ,550,P,12345,1
NTL,1412,EGBB,LTFM,,TC-LEJ,35000,1407.59,15:00,  18:45,3.45,  ,600,P,12345,1
NTL,1413,LTFM,EGGP,,TC-GRG,36000,1461.01,7:00,  10:50,3.5,  ,200,P,12345,1
NTL,1414,EGGP,LTFM,,TC-GRG,35000,1461.01,11:50,  15:40,3.5,  ,200,P,12345,1
NTL,1415,LTFM,EGCC,,TC-GNP,36000,1441.67,2:00,  05:50,3.5,  ,750,P,123456,1
NTL,1416,EGCC,LTFM,,TC-GNP,37000,1441.67,7:20,  11:10,3.5,  ,750,P,123456,1
NTL,1417,LTFM,EGCC,,TC-LEB,36000,1441.67,7:05,  10:55,3.5,  ,400,P,12345,1
NTL,1418,EGCC,LTFM,,TC-LEB,35000,1441.67,11:55,  15:45,3.5,  ,400,P,12345,1
NTL,1419,LTFM,EGCC,,TC-LEM,36000,1441.67,12:05,  15:55,3.5,  ,500,P,12345,1
NTL,142,LTFM,LTBJ,,TC-GPF,27000,193.487,10:30,  11:25,0.55,  ,65,P,12345,1
NTL,1420,EGCC,LTFM,,TC-LEM,37000,1441.67,17:30,  21:20,3.5,  ,500,P,12345,1
NTL,1421,LTFM,EGPF,,TC-LDD,35000,1561.22,10:10,  14:15,4.05,  ,400,P,12345,1
NTL,1422,EGPF,LTFM,,TC-LDD,35000,1561.22,15:15,  19:20,4.05,  ,450,P,12345,1
NTL,1423,LTFM,EGPF,,TC-LDF,36000,1561.22,13:35,  17:40,4.05,  ,430,P,12345,1
NTL,1424,EGPF,LTFM,,TC-LDF,35000,1561.22,18:40,  22:45,4.05,  ,440,P,12345,1
NTL,1425,LTFM,EIDW,,TC-LEM,36000,1580.79,8:40,  12:45,4.05,  ,100,P,12345,1
NTL,1426,EIDW,LTFM,,TC-LEM,37000,1580.79,13:45,  17:50,4.05,  ,100,P,12345,1
NTL,1427,LTFM,EIDW,,TC-ANO,36000,1580.79,14:30,  18:35,4.05,  ,100,P,12345,1
NTL,1428,EIDW,LTFM,,TC-ANO,35000,1580.79,19:35,  23:40,4.05,  ,100,P,12345,1
NTL,1429,LTFM,EGKK,,TC-GRF,36000,1330.54,11:00,  14:45,3.45,  ,1000,P,123456,1
NTL,143,LTBJ,LTFM,,TC-GPF,28000,193.487,12:30,  13:25,0.55,  ,65,P,12345,1
NTL,1430,EGKK,LTFM,,TC-GRF,37000,1330.54,16:00,  19:45,3.45,  ,1000,P,123456,1
NTL,1431,LTFM,EGPH,,TC-GRI,36000,1530.13,12:00,  16:00,4,  ,2000,P, 0123456,1
NTL,1432,EGPH,LTFM,,TC-GRI,35000,1530.13,17:30,  21:30,4,  ,2000,P, 0123456,1
NTL,1433,LTFM,EGPH,,TC-LDG,36000,1530.13,7:00,  11:00,4,  ,2000,P, 0123456,1
NTL,1434,EGPH,LTFM,,TC-LDG,37000,1530.13,13:00,  17:00,4,  ,2000,P, 0123456,1
NTL,1435,LTFM,EGLL,,TC-GRJ,34000,1345.34,10:30,  14:30,4,  ,700,P,1356,1
NTL,1436,EGLL,LTFM,,TC-GRJ,37000,1345.34,16:00,  20:00,4,  ,700,P,1356,1
NTL,1437,LTFM,EGLL,,TC-GRH,34000,1345.34,21:00,  01:00,4,  ,678,P,123456,1
NTL,1438,EGLL,LTFM,,TC-GRH,35000,1345.34,4:00,  08:00,4,  ,700,P,123456,1
NTL,1439,LTFM,EGLL,,TC-GNF,36000,1345.34,9:15,  12:50,3.35,  ,1000,P,123456,1
NTL,144,LTFM,LTBJ,,TC-GRE,27000,193.487,14:30,  15:25,0.55,  ,60,P,12345,1
NTL,1440,EGLL,LTFM,,TC-GNF,37000,1345.34,14:45,  18:20,3.35,  ,1000,P,123456,1
NTL,1441,LTFM,BIKF,,TC-LDR,36000,2224.19,4:40,  10:40,6,  ,2000,P,123456,1
NTL,1442,BIKF,LTFM,,TC-LDR,37000,2224.19,11:40,  17:40,6,  ,2000,P,123456,1
NTL,1443,LTFM,EINN,,TC-ABB,34000,1666.37,7:00, 11:15,4.2,  ,1000,P, 0123456,1
NTL,1444,EINN,LTFM,,TC-ABB,35000,1666.37,12:40, 16:55,4.2,  ,1000,P, 0123456,1
NTL,145,LTBJ,LTFM,,TC-GRE,28000,193.487,16:30,  17:25,0.55,  ,65,P,12345,1
NTL,146,LTFM,LTBJ,,TC-GNA,27000,193.487,17:30,  18:25,0.55,  ,60,P,12345,1
NTL,147,LTBJ,LTFM,,TC-GNA,28000,193.487,19:30,  20:35,1.05,  ,80,P,12345,1
NTL,148,LTFM,LTBJ,,TC-LDI,27000,193.487,3:30,  04:25,0.55,  ,70,P,12345,1
NTL,149,LTBJ,LTFM,,TC-LDI,28000,193.487,5:30,  06:25,0.55,  ,70,P,12345,1
NTL,15,LTFM,KIAH,,TC-LHG,34000,5531.4,5:45,  18:35,13.05,  ,5000,P, 0123456,1
NTL,150,LTFM,LTBJ,,TC-GTD,33000,193.487,19:30,  20:30,1,  ,500,P,123456,1
NTL,1501,LTFM,EKCH,,TC-LDP,36000,1069.71,7:10,  10:10,3,  ,200,P,12345,1
NTL,1502,EKCH,LTFM,,TC-LDP,35000,1069.71,11:10,  14:10,3,  ,200,P,12345,1
NTL,1503,LTFM,EKCH,,TC-LDP,36000,1069.71,12:00,  15:00,3,  ,600,P,123456,1
NTL,1504,EKCH,LTFM,,TC-LDP,35000,1069.71,16:15,  19:15,3,  ,600,P,123456,1
NTL,1505,LTFM,EKCH,,TC-GRG,36000,1069.71,16:35,  19:35,3,  ,200,P,12345,1
NTL,1506,EKCH,LTFM,,TC-GRG,35000,1069.71,20:35,  23:35,3,  ,200,P,12345,1
NTL,1507,LTFM,EKBI,,TC-GPK,34000,1160.7,12:00,  15:15,3.15,  ,800,P,123456,1
NTL,1508,EKBI,LTFM,,TC-GPK,35000,1160.7,16:30,  19:45,3.15,  ,700,P,123456,1
NTL,151,LTBJ,LTFM,,TC-GTD,31000,193.487,21:30,  22:30,1,  ,500,P,123456,1
NTL,1511,LTFM,ENGM,,TC-LDP,36000,1311.84,7:15,  10:45,3.3,  ,200,P,12345,1
NTL,1512,ENGM,LTFM,,TC-LDP,35000,1311.84,11:45,  15:15,3.3,  ,200,P,12345,1
NTL,1513,LTFM,ENGM,,TC-LDP,36000,1311.84,12:30,  16:00,3.3,  ,400,P,12345,1
NTL,1514,ENGM,LTFM,,TC-LDP,35000,1311.84,17:30,  21:00,3.3,  ,4000,P,123456,1
NTL,1515,LTFM,ENGM,,TC-LDP,36000,1311.84,15:15,  18:45,3.3,  ,200,P,12345,1
NTL,1516,ENGM,LTFM,,TC-LDP,35000,1311.84,19:45,  23:15,3.3,  ,200,P,12345,1
NTL,1517,LTFJ,ENTC,,TC-LDS,36000,1760.75,11:00,  15:30,4.3,  ,700,P,1356,1
NTL,1518,ENTC,LTFJ,,TC-LDS,35000,1760.75,16:30,  21:00,4.3,  ,700,P,1356,1
NTL,1519,LTFM,ENBR,,TC-LEG,34000,1435.18,7:00, 11:00,4, ,600,P, 0123456,1
NTL,1520,ENBR,LTFM,,TC-LEG,35000,1435.18,12:00, 16:00,4, ,500,P, 0123456,1
NTL,1521,LTFM,ESSA,,TC-LDP,36000,1176.97,8:30,  11:45,3.15,  ,600,P,123456,1
NTL,1522,ESSA,LTFM,,TC-LDP,35000,1176.97,13:15,  16:30,3.15,  ,600,P,123456,1
NTL,1523,LTFM,ESSA,,TC-GRG,36000,1176.97,13:10,  16:25,3.15,  ,200,P,12345,1
NTL,1524,ESSA,LTFM,,TC-GRG,35000,1176.97,17:25,  20:40,3.15,  ,200,P,12345,1
NTL,1525,LTFM,ESSA,,TC-LDP,36000,1176.97,15:35,  18:50,3.15,  ,200,P,12345,1
NTL,1526,ESSA,LTFM,,TC-LDP,35000,1176.97,19:50,  23:05,3.15,  ,200,P,12345,1
NTL,1527,LTFM,ESGG,,TC-LDK,36000,1169.89,10:00, 13:10,3.1, ,500,P, 0123456,1
NTL,1528,LSGG,LTFM,,TC-LDK,35000,1023.21,14:30, 17:40,3.1, ,500,P, 0123456,1
NTL,1531,LTFM,EFHK,,TC-LDP,36000,1153.94,6:50,  10:00,3.1,  ,1000,P,123456,1
NTL,1532,EFHK,LTFM,,TC-LDP,35000,1153.94,11:00,  14:10,3.1,  ,1000,P,123456,1
NTL,1533,LTFM,EFHK,,TC-LDP,36000,1153.94,12:45,  15:55,3.1,  ,1000,P,123456,1
NTL,1534,EFHK,LTFM,,TC-LDP,35000,1153.94,16:55,  20:05,3.1,  ,1000,P,123456,1
NTL,1535,LTFM,EFHK,,TC-LDP,36000,1153.94,14:10,  17:20,3.1,  ,1000,P,123456,1
NTL,1536,EFHK,LTFM,,TC-LDP,35000,1153.94,18:20,  21:30,3.1,  ,1000,P,123456,1
NTL,1537,LTFM,EFRO,,TC-LDR,36000,1523.89,9:00, 13:00,4, ,1000,P, 0123456,1
NTL,1538,EFRO,LTFM,,TC-LDR,35000,1523.89,14:00, 18:00,4, ,1000,P, 0123456,1
NTL,1540,LTFM,LIPZ,,TC-LDJ,36000,758.448,8:00, 10:15,2.15, ,600,P, 0123456,1
NTL,1541,LIPZ,LTFM,,TC-LDJ,35000,758.448,11:30, 13:45,2.15, ,700,P, 0123456,1
NTL,16,KIAH,LTFM,,TC-LHG,35000,5531.4,20:30, 08.50,12.35,  ,5000,P, 0123456,1
NTL,160,LTFM,LTFE,,TC-LDK,32000,246.375,7:00,  08:00,1,  ,200,P,123456,1
NTL,1601,LTFM,UMMS,,TC-GPG,34000,758.273,11:10,  13:25,2.15,  ,200,P,12345,1
NTL,1602,UMMS,LTFM,,TC-GPG,35000,758.273,14:25,  16:40,2.15,  ,200,P,12345,1
NTL,1603,LTFM,UMMS,,TC-LDP,36000,758.273,14:15,  16:30,2.15,  ,210,P,12345,1
NTL,1604,UMMS,LTFM,,TC-LDP,35000,758.273,17:30,  19:45,2.15,  ,210,P,12345,1
NTL,161,LTFE,LTFM,,TC-LDK,33000,246.375,9:00,  10:00,1,  ,200,P,123456,1
NTL,1611,LTFM,EYVI,,TC-GPG,36000,815.54,11:00,  13:25,2.25,  ,100,P,12345,1
NTL,1612,EYVI,LTFM,,TC-GPG,35000,815.54,14:25,  16:40,2.15,  ,100,P,12345,1
NTL,1613,LTFM,EYVI,,TC-LDL,35000,815.54,14:20,  16:45,2.25,  ,240,P,12345,1
NTL,1614,EYVI,LTFM,,TC-LDL,36000,815.54,17:45,  20:10,2.25,  ,245,P,12345,1
NTL,162,LTFM,LTFE,,TC-LDD,34000,246.375,19:00,  20:05,1.05,  ,200,P,123456,1
NTL,1621,LTFM,EVRA,,TC-GPI,38000,959.422,10:50,  13:35,2.45,  ,260,P,12345,1
NTL,1622,EVRA,LTFM,,TC-GPI,35000,959.422,14:35,  17:20,2.45,  ,270,P,12345,1
NTL,1623,LTFM,EVRA,,TC-LDC,36000,959.422,13:40,  16:25,2.45,  ,278,P,12345,1
NTL,1624,EVRA,LTFM,,TC-LDC,35000,959.422,17:25,  20:10,2.45,  ,266,P,12345,1
NTL,163,LTFE,LTFM,,TC-LDD,35000,246.375,4:00,  05:05,1.05,  ,200,P,123456,1
NTL,1631,LTFM,EETN,,TC-GRE,38000,1101.26,10:30,  13:30,3,  ,300,P,12345,1
NTL,1632,EETN,LTFM,,TC-GRE,36000,1101.26,14:30,  17:30,3,  ,315,P,12345,1
NTL,1633,LTFM,EETN,,TC-GPE,36000,1101.26,13:20,  16:20,3,  ,315,P,12345,1
NTL,1634,EETN,LTFM,,TC-GPE,35000,1101.26,17:20,  20:20,3,  ,323,P,12345,1
NTL,164,LTFM,LTFE,,TC-GPK,34000,246.375,17:00,  18:00,1,  ,75,P,123456,1
NTL,165,LTFE,LTFM,,TC-GTA,35000,246.375,19:00,  20:00,1,  ,200,P,123456,1
NTL,166,LTFM,LTFE,,TC-GRB,34000,246.375,5:45,  06:50,1.05,  ,300,P,123456,1
NTL,167,LTFE,LTFM,,TC-GRB,35000,246.375,7:40,  08:45,1.05,  ,300,P,123456,1
NTL,168,LTFM,LTFE,,TC-GRB,33000,246.375,3:45,  04:50,1.05,  ,500,P,123456,1
NTL,169,LTFE,LTFM,,TC-GRB,34000,246.375,6:00,  07:05,1.05,  ,500,P,123456,1
NTL,1699,LTFM,HECA,,TC-GPB,37000,681.942,8:00,  10:00,2,  ,400,P,123456,1
NTL,17,LTFM,KDEN,,TC-LHK,34000,5319.75,8:40,  23:10,14.3,  ,1100,P,12345,1
NTL,170,LTFM,LTBS,,TC-LDG,35000,274.146,10:00,  11:05,1.05,  ,75,P,12345,1
NTL,1700,HECA,LTFM,,TC-GPB,36000,681.942,11:00,  13:00,2,  ,400,P,123456,1
NTL,1701,LTFM,HECA,,TC-GPA,35000,681.942,13:05,  15:05,2,  ,100,P,12345,1
NTL,1702,HECA,LTFM,,TC-GPA,36000,681.942,15:55,  17:55,2,  ,100,P,12345,1
NTL,1703,LTFM,HECA,,TC-GLA,35000,681.942,16:10,  18:10,2,  ,100,P,12345,1
NTL,1704,HECA,LTFM,,TC-GLA,36000,681.942,19:00,  21:00,2,  ,100,P,12345,1
NTL,1706,LTFM,HESH,,TC-LDD,37000,845.889,13:10,  15:35,2.25,  ,268,P,12345,1
NTL,1707,HESH,LTFM,,TC-LDD,36000,845.889,16:15,  18:40,2.25,  ,315,P,12345,1
NTL,1708,LTFM,HESH,,TC-LDD,35000,845.889,15:20,  17:45,2.25,  ,328,P,12345,1
NTL,1709,HESH,LTFM,,TC-LDD,35000,845.889,18:40,  21:05,2.25,  ,315,P,12345,1
NTL,171,LTBS,LTFM,,TC-LDG,36000,274.146,12:15,  13:20,1.05,  ,86,P,12345,1
NTL,1710,LTFM,HEGN,,TC-GRE,35000,882.56,7:00, 09:35,2.35, ,2000,P, 0123456,1
NTL,1711,HEGN,LTFM,,TC-GRE,34000,882.56,10:30, 13:05,2.35, ,2000,P, 0123456,1
NTL,1712,LTFM,HEGN,,TC-GRC,35000,882.56,18:00, 20:30,2.3, ,2000,P, 0123456,1
NTL,1713,HEGN,LTFM,,TC-GRC,34000,882.56,3:00, 05:30,2.3, ,2000,P, 0123456,1
NTL,1715,LTFM,DTTA,,TC-LDB,36000,901.89,12:30,  15:05,2.35,  ,260,P,12345,1
NTL,1716,DTTA,LTFM,,TC-LDB,35000,901.89,15:55,  18:30,2.35,  ,260,P,12345,1
NTL,1717,LTFM,DTTA,,TC-LDH,36000,901.89,16:45,  19:20,2.35,  ,260,P,12345,1
NTL,1718,DTTA,LTFM,,TC-LDH,35000,901.89,20:10,  22:45,2.35,  ,270,P,12345,1
NTL,1719,LTFM,HRYR,,TC-LEC,34000,2599.55,4:00,  10:45,6.45,  ,800,P,123456,1
NTL,172,LTFM,LTBS,,TC-GRC,35000,274.146,17:10,  18:15,1.05,  ,80,P,12345,1
NTL,1720,HRYR,LTFM,,TC-LEC,35000,2599.55,12:30,  19:15,6.45,  ,800,P,123456,1
NTL,1721,LTFM,DAAG,,TC-GRB,36000,1219.28,12:40,  15:55,3.15,  ,335,P,12345,1
NTL,1722,DAAG,LTFM,,TC-GRB,35000,1219.28,16:50,  20:05,3.15,  ,334,P,12345,1
NTL,1723,LTFM,DAAG,,TC-LDS,36000,1219.28,14:30,  17:45,3.15,  ,340,P,12345,1
NTL,1724,DAAG,LTFM,,TC-LDS,35000,1219.28,18:40,  21:55,3.15,  ,345,P,12345,1
NTL,1725,LTFM,GMMN,,TC-LGG,36000,1785.99,9:40,  14:15,4.35,  ,200,P,12345,1
NTL,1726,GMMN,LTFM,,TC-LGG,37000,1785.99,15:15,  19:50,4.35,  ,200,P,12345,1
NTL,1727,LTFM,GMMN,,TC-GDC,36000,1785.99,12:50,  17:25,4.35,  ,600,P,123456,1
NTL,1728,GMMN,LTFM,,TC-GDC,35000,1785.99,18:25,  23:00,4.35,  ,650,P,123456,1
NTL,1729,LTFM,GOBD,,TC-LGE,36000,2863.13,5:30,  12:15,6.45,  ,1000,P,123456,1
NTL,173,LTBS,LTFM,,TC-GRC,36000,274.146,19:25,  20:30,1.05,  ,90,P,12345,1
NTL,1730,GOBD,LTFM,,TC-LGE,35000,2863.13,13:00,  19:45,6.45,  ,1000,P,123456,1
NTL,1731,LTFM,DIAP,,TC-LEJ,32000,2784.29,11:30,  18:10,6.4,  ,900,P,12345,1
NTL,1732,DIAP,LTFM,,TC-LEJ,33000,2784.29,20:00,  03:10,7.1,  ,900,P,12345,1
NTL,1733,LTFM,DGAA,,TC-LEF,32000,2645.15,7:00, 13:30,6.3,  ,5000,P, 0123456,1
NTL,1734,DGAA,LTFM,,TC-LEF,33000,2645.15,14:45, 21:10,6.3,  ,5000,P, 0123456,1
NTL,1735,LTFM,DNMM,,TC-LEH,32000,2489.01,15:30,  22:40,7.1,  ,750,P,12345,1
NTL,1736,DNMM,LTFM,,TC-LEH,33000,2489.01,4:00,  10:50,6.5,  ,750,P,12345,1
NTL,1737,LTFM,HKMO,,TC-LGJ,35000,2786.79,14:55,  21:45,6.5,  ,670,P,12345,1
NTL,1738,HKMO,LTFM,,TC-LGJ,36000,2786.79,6:25,  13:15,6.5,  ,665,P,12345,1
NTL,1739,LTFM,HTDA,,TC-LGK,35000,2950.46,7:00, 14:05,7.05,  ,3000,P, 0123456,1
NTL,174,LTFM,LTBS,,TC-GRC,34000,274.146,14:30,  15:40,1.1,  ,500,P,123456,1
NTL,1740,HTDA,LTFM,,TC-LGK,35000,2950.46,15:00, 22:10,7.1,  ,900,P, 0123456,1
NTL,1741,LTFM,HKJK,,TC-LEE,33000,2598.12,7:00,  13:20,6.2,  ,5000,P, 0123456,1
NTL,1742,HKJK,LTFM,,TC-LEE,32000,2598.12,14:15,  20:20,6.05,  ,5000,P, 0123456,1
